Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius_A	Radius_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	 Q3_AUDPC	Med_AUDPC_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	 Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.5	1110	555	555	420	422	700	600	840.5	762	912.8	429.3	317.4	555.8	142433.1	113122	170203	1425.1	1133.9	1702	56981.9	86317.1	71697.8	55737.9	83963.5	69242
0.5	1110	555	555	438.5	441	700	700	878	810	940	383	288.8	503.2	139722.8	109031	169776	1397.2	1090.3	1697.8	55545	84900.5	70402.8	53904.4	84441.3	69807.2
0.5	1110	555	555	449	451	700	800	898	825.8	964.8	338.2	267.4	454	133184.3	109096.4	164134.2	1332.3	1091	1642	55191.3	83476.2	67702.3	54121.4	82118.3	65878.9
0.5	1110	555	555	459.5	459	700	900	914	843.2	980.8	339	250.5	468	132292.7	102192.3	164008.1	1324.9	1021.9	1640.1	51867.5	82672.5	66733	50863	82015.1	64924.4
0.5	1110	555	555	474.5	475	700	1000	948	867.2	1018.8	340.3	230.4	456.5	128182.3	104144.2	165973.1	1281.8	1042.7	1659.7	52449.6	84202.2	64772.3	52002.8	82329.1	64130
0.5	1110	555	555	486	484	700	1100	973	893.8	1034.8	293	219.6	407.7	134317.7	104107	161841.5	1343.2	1041.6	1618.4	52101.7	81762.1	67156.8	51877.2	79632.7	66485.4
0.5	1110	555	555	463	463	800	0	926	837	983.5	533.4	395.8	748.8	183107	148579.3	224890.8	1831.1	1486.8	2249.5	75853.9	114185.8	93490.5	73105.7	109055.5	89778.5
0.5	1110	555	555	460	464.5	800	100	923.5	847.2	990.8	511.6	369.4	703.6	178294.7	140723.7	225524.2	1783.1	1410.6	2255.2	71337.5	116207	89586.8	68488.3	110898	88785.9
0.5	1110	555	555	447.5	448	800	200	896.5	810	980	477.5	367.8	722.7	167740.9	134823.3	213982.4	1677.4	1348.2	2139.8	68608.5	108881.8	83733.1	66907.6	104571	83186.8
0.5	1110	555	555	435.5	434.5	800	300	871.5	788	956	475.2	370.6	679.3	162189.2	130967.3	199389.4	1622.9	1309.7	1994.3	64958	100973.3	82071	63742.1	99197.1	78885.9
0.5	1110	555	555	433.5	435	800	400	869	772	953.8	431.3	316.7	642.2	149277.4	116683.7	185901.1	1492.8	1168.2	1859	59094.1	92952.1	75461.7	57169.9	91986.7	73945.9
0.5	1110	555	555	441.5	447.5	800	500	892.5	804.5	959.5	409.2	288.6	568.8	149444.3	117163.9	186000.4	1495.6	1171.6	1860	58510.1	95168	74450.1	57997	92486.5	74006
0.5	1110	555	555	436	436	800	600	872	794.2	947.2	387.4	299	518.1	138031.9	109294.4	168389.3	1381.3	1093.4	1683.9	55116.3	84770.3	69527.6	54328.4	83165	68553.5
0.5	1110	555	555	450.5	453	800	700	900.5	827.5	959.2	380.3	293.9	528.6	137825.1	109617.1	169350.8	1378.3	1096.2	1693.5	54846.9	85077.6	69519.4	54299.7	83560.8	68315.1
