	Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	Q3_AUDPC	Med_AUDP_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B	Med_KE_A_singlenorm	Med_KE_B_singlenorm	Med_KE_A_doublenorm	Med_KE_B_doublenorm	Med_AUDPC_A_single	Med_AUDPC_B_single	Med_AUDPC_A_double	Med_AUDPC_B_double	KE_ratio_single	KE_ratio_unnorm
29	0.2	1110	888	222	712.5	184.0	200	898.0	840.5	950.8	2644.9	2299.9	3057.5	413120.2	357558.8	468190.9	8262.4	7153.7	9363.8	290579.1	380613.2	335746.4	67108.7	88562.2	77603.9	0.8023648648648649	0.8288288288288288	40.11824324324324	41.44144144144144	378.0927927927928	349.5671171171171	18904.639639639638	17478.355855855854	1.032982456140351	3.8722826086956523
30	0.2	1110	888	222	608.5	155.5	250	764.5	668.2	853.8	2102.7	1762.6	2449.7	329134.2	261176.4	393235.3	6582.7	5223.5	7869.0	213866.4	318666.1	266723.0	49950.7	73510.5	61981.5	0.6852477477477478	0.7004504504504504	34.262387387387385	35.02252252252252	300.36373873873873	279.19594594594594	15018.186936936936	13959.797297297297	1.0221857025472472	3.9131832797427655
31	0.2	1110	888	222	547.0	139.5	300	689.0	576.0	771.0	1575.1	1267.8	1985.4	257314.7	191683.2	321060.2	5146.3	3833.7	6421.2	153920.8	261014.2	208101.7	37003.7	60785.2	48643.5	0.615990990990991	0.6283783783783784	30.79954954954955	31.41891891891892	234.34876126126127	219.11486486486487	11717.438063063062	10955.743243243242	1.020109689213894	3.921146953405018
32	0.2	1110	888	222	490.5	124.0	350	608.5	498.0	727.5	1214.5	910.2	1584.3	199180.6	136299.8	263032.1	3983.6	2728.7	5264.0	110790.6	210662.3	159852.2	25945.2	50671.7	38421.5	0.5523648648648649	0.5585585585585585	27.618243243243246	27.927927927927925	180.01373873873874	173.06981981981983	9000.686936936936	8653.490990990991	1.0112130479102954	3.9556451612903225
33	0.2	1110	888	222	476.5	120.0	400	591.0	511.5	687.0	957.6	759.3	1290.3	170346.8	126843.5	217845.8	3406.9	2541.0	4356.9	102419.8	177293.6	137671.6	23924.5	42087.8	32104.5	0.5365990990990991	0.5405405405405406	26.829954954954953	27.027027027027028	155.03558558558558	144.61486486486487	7751.779279279279	7230.743243243242	1.007345225603358	3.970833333333333
34	0.2	1110	888	222	474.5	121.0	450	591.5	511.8	682.8	804.3	596.9	1054.9	155538.0	113817.5	196865.8	3113.8	2277.5	3937.3	92166.0	157305.4	125189.5	20999.4	37952.0	30017.5	0.5343468468468469	0.545045045045045	26.71734234234234	27.25225225225225	140.97916666666666	135.21396396396398	7048.958333333333	6760.698198198198	1.0200210748155953	3.9214876033057853
35	0.2	1110	888	222	483.0	121.0	500	603.5	526.2	696.8	691.9	541.1	892.2	137916.3	103329.4	175269.2	2762.0	2069.2	3508.5	82884.2	140777.7	111453.3	20598.2	35259.7	26858.1	0.543918918918919	0.545045045045045	27.195945945945947	27.25225225225225	125.51047297297298	120.98243243243243	6275.523648648648	6049.121621621621	1.002070393374741	3.9917355371900825
36	0.2	1110	888	222	495.5	128.0	550	623.0	565.8	710.5	632.2	507.6	809.2	140608.5	109437.2	173794.5	2818.3	2195.0	3480.5	87402.3	141045.0	112489.1	21417.5	34120.0	27391.5	0.5579954954954955	0.5765765765765766	27.899774774774777	28.82882882882883	126.67691441441443	123.38513513513513	6333.84572072072	6169.256756756757	1.0332996972754793	3.87109375
37	0.2	1110	888	222	529.5	132.5	600	662.5	584.5	737.5	573.0	430.0	795.8	134955.0	111341.3	168008.0	2699.1	2232.2	3364.9	88835.0	135618.7	108633.2	21358.5	32830.4	25995.2	0.5962837837837838	0.5968468468468469	29.81418918918919	29.84234234234234	122.33468468468467	117.0954954954955	6116.734234234234	5854.774774774774	1.0009442870632672	3.9962264150943394
38	0.2	1110	888	222	549.0	139.0	650	686.5	617.5	752.0	517.5	391.8	669.3	131011.7	105630.1	163671.6	2621.4	2112.6	3277.2	84556.5	131438.5	105712.6	20255.5	32185.4	25852.0	0.6182432432432432	0.6261261261261262	30.912162162162158	31.306306306306308	119.04572072072072	116.45045045045045	5952.2860360360355	5822.522522522522	1.0127504553734064	3.949640287769784
39	0.2	1110	888	222	558.0	139.5	700	696.0	631.8	777.2	454.0	348.2	590.9	123452.0	99756.8	157968.9	2470.4	2002.8	3161.6	79697.8	126919.6	99722.7	19714.5	30561.4	24835.3	0.6283783783783784	0.6283783783783784	31.41891891891892	31.41891891891892	112.30033783783783	111.87072072072071	5615.016891891892	5593.5360360360355	1.0	4.0
40	0.2	1110	888	222	594.0	150.0	750	746.5	664.8	811.0	457.1	333.1	561.1	132672.0	102783.2	165222.2	2655.4	2056.7	3304.4	82276.7	132519.9	105549.2	20579.2	32144.5	26186.9	0.668918918918919	0.6756756756756757	33.44594594594595	33.78378378378378	118.8617117117117	117.95900900900901	5943.085585585585	5897.95045045045	1.01010101010101	3.96
41	0.2	1110	888	222	608.0	154.5	800	764.5	691.8	832.5	416.8	326.1	545.6	137948.1	104942.8	163328.7	2759.0	2101.3	3267.1	84252.0	130768.4	110325.7	20616.8	32278.8	27330.0	0.6846846846846847	0.6959459459459459	34.234234234234236	34.7972972972973	124.24065315315315	123.10810810810811	6212.032657657657	6155.405405405405	1.0164473684210527	3.9352750809061487
42	0.2	1110	888	222	632.0	159.5	850	790.5	716.2	845.8	379.8	280.8	524.1	126804.4	99651.5	152514.3	2536.1	1998.5	3050.3	80058.3	121720.3	101071.6	19858.5	30680.9	24585.8	0.7117117117117117	0.7184684684684685	35.585585585585584	35.92342342342342	113.81936936936937	110.74684684684685	5690.968468468468	5537.342342342342	1.009493670886076	3.9623824451410656
43	0.2	1110	888	222	644.0	163.0	900	809.0	744.0	884.8	358.2	281.6	508.4	126243.4	107335.6	159821.5	2529.7	2146.7	3201.9	85873.5	128312.9	100811.3	20960.2	30833.7	25809.0	0.7252252252252253	0.7342342342342343	36.26126126126126	36.711711711711715	113.52623873873874	116.25675675675676	5676.311936936937	5812.8378378378375	1.0124223602484472	3.950920245398773
44	0.2	1110	888	222	679.5	172.5	950	849.5	789.0	932.0	369.9	293.8	484.0	134910.4	108525.4	164883.5	2698.2	2170.5	3297.7	87506.5	132657.8	108224.4	21251.8	32939.3	27160.2	0.7652027027027027	0.777027027027027	38.26013513513514	38.85135135135135	121.87432432432432	122.34324324324325	6093.716216216216	6117.162162162162	1.0154525386313464	3.9391304347826086
45	0.2	1110	888	222	710.5	177.0	1000	882.5	798.0	950.8	366.3	285.8	463.2	136530.4	109663.3	168722.6	2733.5	2193.8	3374.5	87893.6	134648.4	109809.5	21656.5	33416.3	26834.7	0.8001126126126126	0.7972972972972973	40.00563063063063	39.86486486486486	123.65934684684684	120.87702702702703	6182.967342342342	6043.851351351351	0.9964813511611541	4.0141242937853105
46	0.2	1110	888	222	712.5	181.0	1050	896.0	813.0	965.5	326.9	242.3	447.5	133898.4	104049.4	164237.0	2678.0	2081.0	3284.7	83097.3	131081.7	106935.4	20892.9	32824.5	26557.6	0.8023648648648649	0.8153153153153153	40.11824324324324	40.765765765765764	120.42274774774774	119.62882882882882	6021.137387387386	5981.4414414414405	1.016140350877193	3.93646408839779
47	0.2	1110	888	222	736.0	185.0	1100	921.5	846.5	981.5	302.4	241.6	425.5	129518.2	104420.4	153151.6	2590.4	2090.2	3063.0	84305.1	122993.9	103726.2	20744.4	30747.9	25140.5	0.8288288288288288	0.8333333333333334	41.44144144144144	41.666666666666664	116.80878378378378	113.24549549549549	5840.439189189188	5662.274774774774	1.0054347826086958	3.9783783783783786
48	0.2	1110	888	222	750.5	190.0	1150	941.0	862.0	996.8	295.9	225.8	395.9	133052.1	106624.2	159555.7	2667.8	2132.5	3191.1	84557.7	129579.2	106443.9	21363.9	31037.8	26338.7	0.8451576576576577	0.8558558558558559	42.25788288288288	42.792792792792795	119.86925675675676	118.64279279279279	5993.462837837837	5932.139639639639	1.0126582278481013	3.95
49	0.2	1110	888	222	749.5	189.0	1200	937.5	867.5	1002.8	286.1	210.1	411.2	122745.8	101585.0	152305.3	2456.5	2039.9	3047.4	82229.7	122135.4	99099.9	20231.9	29757.4	24373.4	0.8440315315315315	0.8513513513513513	42.20157657657658	42.567567567567565	111.59898648648648	109.7900900900901	5579.949324324323	5489.504504504504	1.0086724482988658	3.9656084656084656
50	0.4	1110	666	444	655.0	442.0	0	1097.0	1094.0	1100.0	3833.5	3535.3	4164.2	559802.5	547543.2	568539.4	11196.1	10950.9	11370.8	249732.7	261982.0	256828.6	294524.3	309568.6	301778.6	0.9834834834834835	0.9954954954954955	49.17417417417417	49.77477477477478	385.62852852852853	679.6815315315315	19281.426426426427	33984.07657657657	1.0122137404580154	1.4819004524886878
51	0.4	1110	666	444	650.0	441.0	50	1090.0	1086.2	1093.0	3720.9	3388.6	4148.0	485329.4	475164.0	493778.9	9706.6	9503.3	9875.6	228740.8	239647.0	234222.3	243650.1	257190.5	250122.8	0.975975975975976	0.9932432432432432	48.7987987987988	49.66216216216216	351.6851351351351	563.3396396396396	17584.256756756757	28166.98198198198	1.0176923076923077	1.473922902494331
